id,abv,ibu,name,style,brewery_id,ounces
627,0.085,,Kludde,Belgian Strong Dark Ale,10,16
387,0.055,,Farm Hand,Saison / Farmhouse Ale,10,16
385,0.06,,Solitude,Belgian Pale Ale,10,16
384,0.065,,Triomphe,Belgian IPA,10,16
1096,,,Tampa Pale Ale,American Pale Ale (APA),467,12
1095,,,Orange Grove Wheat Ale,American Pale Wheat Ale,467,12
2456,0.061,,Broad Brook Ale,American Amber / Red Ale,89,16
921,0.05,15,Northern Lights Amber Ale,American Amber / Red Ale,493,12
920,0.052,17,Polar Pale Ale,American Pale Ale (APA),493,12
919,0.048,,Chugach Session Ale,Cream Ale,493,12
648,0.061,64,Fairweather IPA,American IPA,493,12
1279,0.068,47,East India Pale Ale,English India Pale Ale (IPA),437,16
756,0.045,,Brooklyn Summer Ale,English Pale Mild Ale,437,12
566,0.068,47,East India Pale Ale,English India Pale Ale (IPA),437,12
328,0.045,,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,12
66,0.052,,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,16
65,0.052,,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,12
538,0.08,,Tour de Nez Belgian IPA (Current),Belgian IPA,530,16
504,,,Roler Bock (Current),Maibock / Helles Bock,530,16
383,0.073,85,Black Adder IBA (Current),American Black Ale,530,16
29,0.099,,Very Noddy Lager (Current),Schwarzbier,530,16
28,0.062,42,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16
27,0.058,35,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16
26,0.052,40,Black Noddy Lager (Current),Schwarzbier,530,16
1627,0.053,,Cleveland Beer Week 2013,Munich Helles Lager,357,16
2552,0.045,,Painted Turtle,American Pale Ale (APA),56,12
2125,0.06,40,1836,American Blonde Ale,214,12
2124,0.06,20,Summer's Wit,Witbier,214,12
2123,0.09,118,More Cowbell,American Double / Imperial IPA,214,16
2608,0.065,,Wrath of Pele,American Brown Ale,24,16
2607,0.068,,Black Beer'd,American Black Ale,24,16
2606,0.078,,Mr. Tea,Fruit / Vegetable Beer,24,24
2478,0.055,40,Pale Alement,American Pale Ale (APA),24,12
2471,0.099,115,Hopkick Dropkick,American Double / Imperial IPA,24,12
2470,0.06,,Kreamed Corn,Cream Ale,24,12
2464,0.065,,Coconoats,American Pale Wheat Ale,24,16
2160,0.068,16,Joey Wheat,American Pale Wheat Ale,24,16
2158,0.072,86,3:33 Black IPA,American IPA,24,16
2072,0.068,,MCA,American IPA,24,16
2054,0.055,40,Pale Alement,American Pale Ale (APA),24,16
2196,0.05,14,Couch Select Lager,American Pale Lager,197,12
668,0.056,36,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12
52,0.049,,Heinnieweisse Weissebier,Hefeweizen,556,12
51,0.068,,Snapperhead IPA,American IPA,556,12
50,0.049,,Moo Thunder Stout,Milk / Sweet Stout,556,12
49,0.043,,Porkslap Pale Ale,American Pale Ale (APA),556,12
2657,0.093,,Blackbeard,American Double / Imperial Stout,5,12
2656,0.062,,Rye Knot,American Brown Ale,5,12
2655,0.06,,Dead Arm,American Pale Ale (APA),5,12
2654,0.048,,32°/50° Kölsch ,Kölsch,5,16
2653,0.077,,HopArt,American IPA,5,16
2652,0.097,,Boy King,American Double / Imperial IPA,5,16
2252,0.052,,Gran Sport,American Porter,182,16
2214,0.053,25,Horny Toad Cerveza,American Blonde Ale,182,16
2213,0.063,35,Native Amber,American Amber / Red Ale,182,16
1442,0.068,100,F5 IPA,American IPA,182,16
170,0.063,35,Native Amber (2013),American Amber / Red Ale,182,16
169,0.053,25,Horny Toad Cerveza (2013),American Blonde Ale,182,16
2315,0.068,100,Hopportunity Knocks IPA,American IPA,155,12
1808,0.06,,Pilot Rock Porter,American Porter,155,12
1419,0.056,55,Caldera Pale Ale,American Pale Ale (APA),155,12
878,0.039,16,Lawnmower Lager,American Adjunct Lager,155,12
794,0.054,24,Ashland Amber Ale (2009),American Amber / Red Ale,155,12
793,0.061,94,Caldera IPA (2009),American IPA,155,12
792,0.061,94,Caldera IPA (2007),American IPA,155,12
791,0.056,55,Caldera Pale Ale (2010),American Pale Ale (APA),155,12
790,0.056,55,Caldera Pale Ale (2009),American Pale Ale (APA),155,12
789,0.056,55,Caldera Pale Ale (2005),American Pale Ale (APA),155,12
788,0.056,55,Caldera Pale Ale (2007),American Pale Ale (APA),155,12
38,0.056,55,Caldera Pale Ale (2011),American Pale Ale (APA),155,12
37,0.054,24,Ashland Amber Ale,American Amber / Red Ale,155,12
36,0.061,94,Caldera IPA,American IPA,155,12
2257,0.05,,Remain in Light,American Pilsner,178,12
2256,0.065,,Flower Child (2014),American IPA,178,12
870,,,THP White (2006),Witbier,497,12
869,,,THP Amber (2006),American Amber / Red Ale,497,12
868,,,THP Light (2006),American Blonde Ale,497,12
867,,,THP Dark (2006),English Dark Mild Ale,497,12
2068,0.099,43,Imperial Pumpkin Stout,Pumpkin Ale,230,16
2067,0.09,130,Dead-Eye DIPA,American Double / Imperial IPA,230,16
2066,0.055,64,Fisherman's IPA,American IPA,230,12
2065,0.054,35,Fisherman's Pils,German Pilsener,230,12
2064,0.055,30,Fisherman's Brew,American Amber / Red Ale,230,12
1928,0.055,35,Cape Cod Red,American Amber / Red Ale,267,16
1927,0.049,10,Beach Blonde,American Blonde Ale,267,16
2227,0.065,80,Dark Voyage Black IPA (2013),American Black Ale,192,12
2226,0.052,28,Wisconsin Amber,Vienna Lager,192,12
2225,0.046,18,Lake House,Munich Helles Lager,192,12
1954,0.056,55,Ghost Ship White IPA,American IPA,192,12
1910,0.046,18,Lake House,Munich Helles Lager,192,16
1177,0.062,70,Mutiny IPA,American IPA,192,12
840,0.052,,Wisconsin Amber (1998),Vienna Lager,192,12
180,0.042,,Island Wheat,American Pale Wheat Ale,192,12
63,0.052,,Wisconsin Amber (2013),Vienna Lager,192,12
62,0.05,,U.S. Pale Ale,American Pale Ale (APA),192,12
61,,,Supper Club Lager,American Pale Lager,192,12
784,0.04,,Carolina Lighthouse (2007),American Blonde Ale,504,12
783,0.05,,Carolina Blonde (2006),American Blonde Ale,504,12
782,0.035,,Carolina Blonde Light (2005),American Blonde Ale,504,12
2255,0.059,22,Santa's Secret,Winter Warmer,179,16
530,0.057,,Flagship IPA,English India Pale Ale (IPA),179,12
427,0.051,,Sky Blue Golden Ale,Kölsch,179,12
2094,0.099,100,Epitome,American Black Ale,222,16
1941,0.039,9,Monkey Chased the Weasel,Berliner Weissbier,222,16
1940,0.078,80,077XX,American Double / Imperial IPA,222,16
1439,0.042,35,Boat Beer,American IPA,222,12
1465,0.069,,Granny Smith Hard Apple Cider,Cider,404,16
1464,0.069,,Dry Hard Apple Cider,Cider,404,16
1744,0.056,,Farmer Ted's Cream Ale,Cream Ale,331,12
1743,0.052,,Firewater India Pale Ale,American IPA,331,12
1742,0.047,,White Zombie Ale,Witbier,331,12
1719,0.07,,King Winterbolt Winter Ale,Winter Warmer,331,12
638,0.047,,White Zombie Ale,Witbier,331,12
507,0.052,,Firewater India Pale Ale,American IPA,331,12
480,0.056,,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,12
1882,0.048,16,Whitecap Wit,Witbier,285,16
1881,0.078,16,Seiche Scottish Ale,Scottish Ale,285,16
2446,0.058,,Peanut Butter Jelly Time,American Brown Ale,96,12
2106,0.054,,King Coconut,American Porter,96,12
2600,0.085,90,Gone A-Rye,American Double / Imperial IPA,29,16
2210,,,Special Release,,29,16
2052,0.068,70,Dankosaurus,American IPA,29,16
1584,0.051,35,Scruffy's Smoked Alt,Smoked Beer,29,16
1182,0.051,36,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16
1050,0.05,18,The Lawn Ranger,Cream Ale,29,16
1219,0.05,,All American Blonde Ale,American Blonde Ale,452,12
1218,0.05,,All American Red Ale,American Amber / Red Ale,452,12
2377,0.05,40,Main St. Virginia Ale,Altbier,122,12
1839,0.045,24,Chin Music Amber Lager,American Amber / Red Lager,122,12
1248,0.05,40,Main St. Virginia Ale,Altbier,122,12
1247,0.052,42,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12
1649,0.051,15,Chai Ale,Herbed / Spiced Beer,350,16
1648,0.072,85,Lucky Day IPA,American IPA,350,16
1647,0.095,99,Terrace Hill Double IPA,American Double / Imperial IPA,350,16
1646,0.075,77,Catch 23,American Black Ale,350,16
2057,0.07,,Stickin' In My Rye,Rye Beer,236,24
2056,0.06,45,Black Me Stout,American Stout,236,12
2055,0.05,22,Killer Kolsch,Kölsch,236,12
1933,0.07,65,Missile IPA,American IPA,236,12
2019,0.045,,Enlighten,Kölsch,250,16
2018,0.065,8,Ale Cider,Fruit / Vegetable Beer,250,16
2017,0.055,30,Pail Ale,American Pale Ale (APA),250,16
2016,0.045,,Englishman,English Brown Ale,250,16
2080,0.08,69,8 Barrel,American Strong Ale,226,16
2079,0.055,40,Oktoberfest,Märzen / Oktoberfest,226,16
2380,0.057,58,IPA #11,American IPA,121,16
2379,0.057,10,Blood Orange Honey,Fruit / Vegetable Beer,121,16
2354,0.052,,Lighthouse Amber,Altbier,121,16
2440,0.089,126,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12
567,0.049,29,Churchkey Pilsner Style Beer,American Pilsner,526,12
1342,0.05,,First Press,Cider,425,12
1341,0.05,,Magic Apple,Cider,425,12
2349,0.055,25,Cubano Espresso,Bock,141,12
2014,0.062,65,Operation Homefront,American IPA,141,12
2013,0.082,65,Wandering Pelican,American Black Ale,141,12
2012,0.055,,Sugar Plum,American Brown Ale,141,12
2011,0.055,,Oktoberfest,Märzen / Oktoberfest,141,12
2010,0.06,,Puppy's Breath Porter,American Porter,141,12
2009,0.045,,Happening Now,American IPA,141,12
1726,0.07,60,Hopped on the High Seas (Hop #529),American IPA,141,12
1725,0.07,60,Hopped on the High Seas (Calypso),American IPA,141,12
1695,0.063,,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12
1694,0.07,60,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12
1693,0.07,60,Hopped on the High Seas (Citra),American IPA,141,12
1692,0.07,60,Hopped on the High Seas (Ahtanum),American IPA,141,12
1369,0.055,,Gwar Beer,American Pale Ale (APA),141,12
1243,0.052,,Tropical Heatwave,American Pale Wheat Ale,141,16
1142,0.075,70,Humidor Series India Pale Ale,American IPA,141,12
1141,0.075,70,Jai Alai IPA Aged on White Oak,American IPA,141,12
1140,0.08,65,José Martí American Porter,American Porter,141,12
1139,0.05,,Invasion Pale Ale,American Pale Ale (APA),141,12
1138,0.055,25,Maduro Brown Ale,English Brown Ale,141,12
571,0.055,25,Maduro Brown Ale,American Brown Ale,141,12
570,0.05,,Hotter Than Helles Lager,Munich Helles Lager,141,12
569,0.072,75,Tocobaga Red Ale,American Amber / Red Ale,141,12
546,0.075,70,Jai Alai IPA,American IPA,141,12
545,0.05,18,Florida Cracker Belgian Wit,Witbier,141,12
2338,0.048,,Shark Tracker Light lager,Light Lager,145,12
1365,0.06,,Pumple Drumkin,Pumpkin Ale,145,12
1094,0.045,,Grey Lady,Witbier,145,12
657,0.062,,Summer of Lager,Munich Helles Lager,145,12
656,0.065,,Indie Pale Ale,American IPA,145,12
359,0.038,,Sankaty Light Lager,Light Lager,145,12
56,0.056,,Whale's Tale Pale Ale,English Pale Ale,145,12
1772,0.067,60,Jacaranada Rye IPA,American IPA,320,16
1393,0.06,75,Cascadian Dark Ale,American Black Ale,418,12
893,0.044,13,Wheat the People,American Pale Wheat Ale,418,16
1407,0.047,17,Tybee Island Blonde,American Blonde Ale,415,12
1406,0.062,55,Savannah Brown Ale,American Brown Ale,415,12
2438,0.046,11,Rhode Island Blueberry,Kölsch,101,12
2437,0.065,75,Newport Storm IPA,American IPA,101,12
751,0.052,24,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12
120,0.052,24,Hurricane Amber Ale,American Amber / Red Ale,101,12
2061,0.058,,Big Blue Van,Fruit / Vegetable Beer,232,16
970,0.068,75,Des Moines IPA,American IPA,482,16
969,0.048,22,Capital Gold Golden Lager,German Pilsener,482,16
968,0.056,21,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16
2351,0.05,,Behemoth,American Pilsner,139,12
1650,0.052,,Arkansas Red,American Amber / Red Ale,139,12
1337,0.057,,Core Oatmeal Stout,Oatmeal Stout,139,12
1336,0.061,,Core ESB,Extra Special / Strong Bitter (ESB),139,12
737,0.038,,Chester's Beer (2005),American Pale Lager,512,12
129,0.05,,Heiner Brau Kölsch,Kölsch,553,12
716,0.048,,Trigger Blonde Ale,American Blonde Ale,515,16
659,0.075,29,Crabtree Oatmeal Stout,Oatmeal Stout,515,16
556,0.077,71,Eclipse Black IPA,American Black Ale,515,16
2538,0.06,46,Neomexicanus Native,American Pale Ale (APA),63,12
2355,0.075,25,Old Soul,Belgian Strong Pale Ale,63,12
1689,0.059,,Snowcat Coffee Stout,American Stout,63,12
1163,,,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12
940,,,Boohai Red Ale,American Amber / Red Ale,63,12
685,0.052,15,Lava Lake Wit,Witbier,63,12
613,0.06,,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12
356,0.052,25,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12
2029,0.065,65,Tropicalia,American IPA,247,12
2028,0.045,,Athena,Berliner Weissbier,247,12
2293,0.049,25,Aviator Raspberry Blonde,American Blonde Ale,169,12
1105,0.055,,3 Picket Porter,American Porter,169,12
1104,0.056,,Rusty Nail Pale Ale,American Pale Ale (APA),169,12
2145,0.065,,Red Water Irish Style Red,American Amber / Red Ale,212,12
1804,0.066,,Mjöllnir,Herbed / Spiced Beer,212,12
1602,0.055,,Bear Butte Nut Brown Ale,American Brown Ale,212,12
1301,0.045,,Easy Livin' Summer Ale,American Blonde Ale,212,12
542,0.055,,Canyon Cream Ale,Cream Ale,212,12
272,0.069,,Pile O'Dirt Porter,American Porter,212,12
271,0.06,,11th Hour IPA,American IPA,212,12
1057,0.06,31,South Ridge Amber Ale,American Amber / Red Ale,472,16
681,0.052,23,Summertime Ale,Kölsch,472,16
1789,0.049,,Lost River Blonde Ale,American Blonde Ale,315,16
1788,0.054,,Monon Wheat,Witbier,315,16
1787,0.08,,Floyd's Folly,Scottish Ale,315,16
1786,0.063,,Half Court IPA,American IPA,315,16
1763,0.045,,Geary's Pale Ale,English Pale Ale,323,12
1311,0.06,,Geary's Summer Ale,Kölsch,323,12
2078,0.08,,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12
1809,0.05,15,The Tradition,American Blonde Ale,227,12
1263,0.053,11,El Hefe Speaks,Hefeweizen,227,12
1092,0.055,,Penn Quarter Porter,American Porter,227,12
851,0.092,115,On the Wings of Armageddon,American Double / Imperial IPA,227,12
186,0.065,80,The Corruption,American IPA,227,12
185,0.07,,The Citizen,Belgian Pale Ale,227,12
184,0.06,,The Public,American Pale Ale (APA),227,12
1224,0.065,,Dank IPA,American IPA,451,16
964,0.065,,Dank IPA (2012),American IPA,451,16
1623,0.072,,Lift Off IPA,American IPA,358,16
110,0.055,,BrewFarm Select Golden Lager,American Pale Lager,554,12
1735,0.05,,Sprocket Blonde Ale (2006),American Blonde Ale,333,12
1734,0.05,,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12
1746,0.063,37,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12
2371,0.06,,Neato Bandito,Euro Pale Lager,127,12
2251,0.075,33,Oak Cliff Coffee Ale,American Brown Ale,127,12
2166,0.085,100,Dream Crusher Double IPA,American Double / Imperial IPA,127,12
1827,0.06,,Deep Ellum Pale Ale,American Pale Ale (APA),127,12
1203,0.07,,Double Brown Stout,Baltic Porter,127,12
1202,0.048,25,Farmhouse Wit,Saison / Farmhouse Ale,127,16
1161,0.046,,Rye Pils Session Lager,German Pilsener,127,12
946,0.052,23,Dallas Blonde,American Blonde Ale,127,12
943,0.07,70,Deep Ellum IPA,American IPA,127,12
1886,0.045,44,Thrasher Session India Pale Ale,American IPA,283,12
1885,0.05,16,Gutch English Style Mild Ale,English Pale Mild Ale,283,12
1213,0.059,55,Chuli Stout,Irish Dry Stout,453,12
1159,0.056,46,Mother Ale,American Blonde Ale,453,12
947,0.065,71,Twister Creek India Pale Ale,American IPA,453,12
929,0.058,46,Single Engine Red,Irish Red Ale,453,12
1944,0.07,,Incredible Pedal IPA,American IPA,263,12
1943,0.05,,Graham Cracker Porter,American Porter,263,12
1210,0.05,40,Mirror Pond Pale Ale,American Pale Ale (APA),454,12
2550,0.052,16,Weissenheimer,Hefeweizen,57,12
2505,0.049,22,Abbey's Single (2015- ),Abbey Single Ale,57,12
2025,0.063,76,Vertex IPA,American IPA,57,12
2021,0.05,12,Here Gose Nothin',Gose,57,12
2015,0.05,,Strawberry Blonde,Fruit / Vegetable Beer,57,12
1888,0.096,85,Hoperation Overload,American Double / Imperial IPA,57,12
1887,0.049,22,Abbey's Single Ale (Current),Abbey Single Ale,57,12
2051,0.044,45,Bravo Four Point,American Pale Ale (APA),237,12
1201,0.052,26,Striped Bass Pale Ale,American Pale Ale (APA),237,12
924,0.054,27,Deadicated Amber,American Amber / Red Ale,491,16
731,,,Kaleidoscope Collaboration 2012,American Black Ale,491,16
730,0.071,85,California Sunshine Rye IPA,American IPA,491,16
647,0.074,12,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16
1773,0.045,,12 Man Pale Ale,American Pale Ale (APA),319,12
1795,0.065,72,Filthy Hoppin' IPA,American IPA,311,16
944,,,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12
524,,,Dolores River Hefeweizen,Hefeweizen,531,16
450,,,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16
449,,,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16
448,,,Dolores River Pale Ale,American Pale Ale (APA),531,16
447,,,Dolores River Dry Stout,Irish Dry Stout,531,16
446,,,Dolores River Mild,English Dark Mild Ale,531,16
1246,0.049,,Cranberry Blend,Cider,446,12
977,0.051,,Orignal Blend,Cider,446,12
881,0.066,100,Hop Abomination,American IPA,496,12
880,0.051,17,Apricot Blonde,Fruit / Vegetable Beer,496,12
872,0.043,12,Dry Dock Hefeweizen,Hefeweizen,496,12
871,0.058,49,Dry Dock Amber Ale,American Amber / Red Ale,496,12
1685,0.061,64,Category 3 IPA,American IPA,340,12
457,0.045,18,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12
1590,0.05,,Pumpkin Patch Ale,Pumpkin Ale,369,16
1382,0.078,74,Crank Yanker IPA,American IPA,369,16
1110,0.06,,River Runners Pale Ale,American Pale Ale (APA),369,16
1014,0.05,,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16
911,0.055,,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16
680,0.045,,Boater Beer,German Pilsener,369,16
395,0.078,74,Crank Yanker IPA (2011),American IPA,369,16
1642,0.057,,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16
673,0.049,25,Dottie Seattle Lager,American Amber / Red Lager,516,16
1107,0.07,,Nut Sack Imperial Brown Ale,American Brown Ale,465,12
1039,0.05,,Underachiever,American Adjunct Lager,473,16
2477,0.052,,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,12
2008,0.052,,Element 29,American Pale Ale (APA),81,12
2004,0.05,,Hop Syndrome,American Pale Lager,81,12
2003,0.062,,Escape to Colorado,American IPA,81,12
2292,0.043,60,Little Sister India Style Session Ale,American IPA,170,12
1504,0.062,80,Country Boy IPA,American IPA,170,12
2604,0.049,23,Blonde Czich,American Blonde Ale,26,16
2432,0.07,61,White Reaper,Belgian IPA,26,16
2431,0.051,,Bobblehead,American Pale Wheat Ale,26,16
2430,0.052,,Lucky Dog,American Pale Ale (APA),26,16
2429,0.048,,Voodoo,American Porter,26,16
1967,0.054,48,General George Patton Pilsner,Czech Pilsener,26,16
2283,0.04,,Nomader Weiss,Berliner Weissbier,173,12
2248,0.085,,Molotov Lite,American Double / Imperial IPA,173,16
1287,0.055,,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12
1286,0.027,,Bikini Beer,American IPA,173,12
640,0.055,,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12
1722,0.05,32,Iron Horse Pale Ale,American Pale Ale (APA),335,12
1435,0.045,19,Stone's Throw IPA,Scottish Ale,335,12
1434,0.067,70,Wood Chipper India Pale Ale,American IPA,335,12
2089,0.063,55,Trail Head,American Pale Ale (APA),224,12
2088,0.07,80,Hop Stalker Fresh Hop IPA,American IPA,224,16
1455,0.07,58,Sudice American Stout,American Stout,405,16
1454,0.05,20,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16
1453,0.05,20,Norns Roggenbier,Roggenbier,405,16
1452,0.05,20,Laimas Kölsch Style Ale,Kölsch,405,16
1451,0.07,70,Moirai India Pale Ale,American IPA,405,16
2191,0.075,53,Loki Red Ale,American Amber / Red Ale,201,16
1731,0.046,,Peaches & Cream,Fruit / Vegetable Beer,201,16
1022,0.051,,Quaff India Style Session Ale,American IPA,201,16
895,0.075,53,Loki Red Ale (2013),American Amber / Red Ale,201,16
682,0.069,,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16
112,0.05,,Fearless Scottish Ale,Scottish Ale,201,16
2289,0.081,,Mastermind,American Double / Imperial IPA,172,12
2027,0.082,,Hyzer Flip,American Double / Imperial IPA,172,16
1929,0.082,80,Second Fiddle,American Double / Imperial IPA,172,16
1858,0.055,30,Hodad Porter,American Porter,172,16
2591,0.045,,Weiss Weiss Baby,Kristalweizen,36,12
2590,0.055,45,Czech Yo Self,Czech Pilsener,36,12
1968,0.048,20,FMB 101,Kölsch,36,12
1981,0.09,,Hardcore Chimera,American Double / Imperial IPA,256,16
1664,0.08,80,Sobek & Set,American Black Ale,256,16
1663,0.086,,Nuclear Winter,Belgian Strong Dark Ale,256,16
1662,0.05,22,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16
941,0.053,,Secret Stache Stout,American Stout,256,16
935,0.08,72,Fascist Pig Ale,American Amber / Red Ale,256,16
809,0.055,,Cut Throat Pale Ale,American Pale Ale (APA),256,16
481,0.075,,Threadless IPA,American IPA,256,16
351,0.055,,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16
350,0.047,,Golden Wing Blonde Ale,American Blonde Ale,256,16
2569,0.045,47,Easy Jack,American IPA,48,12
2463,0.075,75,Union Jack,American IPA,48,12
2462,0.053,,Pivo Pils,German Pilsener,48,12
1957,0.047,,805 Blonde Ale,American Blonde Ale,48,12
1733,0.047,20,805,American Blonde Ale,48,12
2624,0.065,,Deflator,Doppelbock,16,16
2284,0.05,27,Hinchtown Hammer Down,American Blonde Ale,16,16
1610,0.06,104,Half Cycle IPA,American IPA,16,16
520,,,Inclined Plane Ale,American IPA,532,12
2554,0.055,,Moped Traveler,American Pale Ale (APA),54,16
608,0.071,60,Snake Dog IPA,American IPA,521,12
607,0.047,28,Underdog Atlantic Lager,American Pale Lager,521,12
2567,0.04,,Flying Mouse 8,American Porter,50,12
2566,0.07,70,Flying Mouse 4,American IPA,50,12
1899,0.078,,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12
983,0.06,,Backyahd IPA,American IPA,279,12
982,0.065,,Raincloud Robust Porter,American Porter,279,12
981,0.045,,Barstool American Golden Ale,American Blonde Ale,279,12
2111,0.05,18,What the Butler Saw,Witbier,217,12
2110,0.069,65,1916 Shore Shiver,American IPA,217,12
2172,0.052,,Quick WIT,Belgian Pale Ale,206,12
2171,0.062,,The Optimist,American IPA,206,12
1911,0.045,,Suicide Squeeze IPA,American IPA,206,16
1803,0.065,,Java the Hop,American IPA,206,16
1566,0.062,,Next Adventure Black IPA,American Black Ale,206,16
1515,0.067,,3-Way IPA (2013),American IPA,206,16
1214,0.058,,Tender Loving Empire NWPA,American Pale Ale (APA),206,16
674,0.052,,Quick Wit Belgianesque Ale,Witbier,206,16
562,0.055,,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16
552,0.088,,Cavatica Stout,American Double / Imperial Stout,206,16
319,0.051,,1811 Lager,American Amber / Red Lager,206,16
318,0.074,97,Vortex IPA,American IPA,206,16
2322,,,Fort Pitt Ale,American Amber / Red Ale,151,12
2661,0.047,19,Park,American Pale Wheat Ale,4,12
2660,0.056,16,Westfalia,American Amber / Red Ale,4,12
2659,0.046,17,KSA,Kölsch,4,12
2658,0.063,42,Villager,American IPA,4,12
2625,0.085,50,Dirty Bastard,Scotch Ale / Wee Heavy,15,12
1565,0.072,65,Centennial IPA,American IPA,15,12
1223,0.047,42,All Day IPA,American IPA,15,12
1874,0.076,73,El Chingon IPA,American IPA,287,12
1873,0.057,40,Block Party Robust Porter,American Porter,287,12
1872,0.052,20,Local Buzz,American Blonde Ale,287,12
2613,0.055,,Feel Like Maplin' Love,Oatmeal Stout,22,16
2612,0.05,,Father's Beer,Belgian Pale Ale,22,16
2611,0.06,,The 26th,American IPA,22,16
2610,0.064,90,The Gadget,American IPA,22,16
1657,0.04,,Leprechaun Lager,American Pale Lager,348,12
2309,0.052,17,Sunbru Kölsch,Kölsch,160,12
1635,0.06,21,Kilt Lifter Scottish-Style Ale,,160,12
1616,0.051,,Pumpkin Porter,American Porter,160,12
1585,0.042,9,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12
358,0.067,47,Hop Knot IPA,American IPA,160,12
179,0.06,21,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12
178,0.052,,Sunbru Kölsch,Kölsch,160,12
2428,0.06,,Four String Vanilla Porter,American Porter,105,12
2427,0.05,28,Suncaster Summer Wheat,American Pale Wheat Ale,105,12
2425,0.057,36,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12
2424,0.07,70,Big Star White IPA,American White IPA,105,12
1998,0.056,,Old Detroit,American Amber / Red Ale,253,12
1556,0.069,69,Batch 69 IPA,American IPA,253,12
1208,0.055,18,Twisted Helles Summer Lager,Munich Helles Lager,253,12
2527,0.053,27,OktoberFiesta,,66,12
2526,0.065,33,Texicali ,American Brown Ale,66,12
2525,0.06,,Pinata Protest,Witbier,66,12
2524,0.042,20,Bat Outta Helles,Munich Helles Lager,66,12
2523,0.068,,Original,American Amber / Red Ale,66,12
2522,0.042,10,Rye Wit,Witbier,66,12
2521,0.059,70,Soul Doubt,American IPA,66,12
2520,0.044,5,Yo Soy Un Berliner,Berliner Weissbier,66,12
1174,0.04,,77 Fremont Select Spring Session IPA,American IPA,460,12
1116,0.045,,Fremont Organic Pale Ale,American Pale Ale (APA),460,12
994,0.08,,Abominable Ale,English Strong Ale,460,12
901,0.065,35,Harvest Ale,Saison / Farmhouse Ale,460,12
875,0.065,45,Fremont Summer Ale,American Pale Ale (APA),460,12
858,0.056,30,Universale Pale Ale,American Pale Ale (APA),460,12
857,0.065,80,Interurban IPA,American IPA,460,12
1300,0.053,32,Gateway Kolsch Style Ale,Kölsch,433,12
1260,0.07,24,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12
1259,0.052,42,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12
2254,0.07,73,Salamander Slam,American IPA,180,16
1658,0.05,,Cack-A-Lacky,American Pale Ale (APA),347,12
2077,0.072,50,No Wake IPA,American IPA,228,12
2076,0.049,15,Boathouse Blonde,American Blonde Ale,228,12
2075,0.05,26,Cedar Point,American Amber / Red Ale,228,12
2426,0.067,70,Clean Shave IPA,American IPA,106,12
2045,0.072,75,Might As Well IPL,American Pale Lager,240,16
1960,0.058,35,Saison Pamplemousse,Saison / Farmhouse Ale,240,12
1777,0.074,74,2020 IPA,American IPA,240,16
1698,0.08,70,Wolf Among Weeds IPA,American IPA,240,16
